Referencia contrato,Objeto,Entidad,Entidad contratante,Importe licitación,Tipo contrato,Procedimiento adjudicación,Nº licitadores,Fecha formalización,Adjudicatario,Importe adjudicación,Nombre PDF,Url PDF,uri
SERVI/00026/2016,Redacción del Plan Parcial y Proyecto de reparcelación del sector R-2 del PGOU en Zahara de la Sierra,Diputación de Cádiz,Diputación Provincial,7909.00,Servicios,Menor,3,12/08/2016,"CYO Consultores y Auditores, S.L.P.",5950.00,12/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1895.csv
OBRAS/00041/2016,Puertas de acceso al acuartelamiento G. Civil,Diputación de Cádiz,Diputación Provincial,3719.01,Obras,Menor,3,16/08/2016,"Gavisan Tesorillo Construcciones y Promociones, S.L.U.",3699.01,16/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1905.csv
OBRAS/00044/2016,Construcción baño uso público cuartel G. Civial,Diputación de Cádiz,Diputación Provincial,4132.23,Obras,Menor,3,16/08/2016,"Obras y Excavaciones Francisco Manzano, S.L.",3931.71,16/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1903.csv
OBRAS/00038/2016,"Sustituc. forjados 1ª planta Cta. de Jerez Fra. C/ Vicario, 18",Diputación de Cádiz,Diputación Provincial,5312.00,Obras,Menor,3,23/08/2016,"Fragou Construcciones, S.L.",4880.80,23/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1913.csv
OBRAS/00047/2016,Colocación nuevas ventanas y puertas en dependencias Guardia C.,Diputación de Cádiz,Diputación Provincial,5371.90,Obras,Menor,3,23/08/2016,"Sercon Construcciones, S.C.",4578.12,23/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1906.csv
SERVI/00035/2016,Servicio de asistencia técnica al SPRYGT en materia de sanciones administrativas,Diputación de Cádiz,Diputación Provincial,17997.60,Servicios,Menor,1,23/08/2016,"Asesores Locales y Consultoría, S.A.",17997.60,23/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1911.csv
SERVI/00037/2016,Limpieza en la Casa de los Colores,Diputación de Cádiz,Diputación Provincial,984.20,Servicios,Menor,1,31/08/2016,OHL Servicios-Ingesan,984.20,31/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1921.csv
16CAG00178,"Taller Chandamama de Educación para el Desarrollo de Centros de Ludotecas, realizado en el municipio de Benalup Casas Viejas.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contratos menores,1,31/08/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,31/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1808.csv
SERVI/00038/2016,Limpieza en la IPG,Diputación de Cádiz,Diputación Provincial,16760.21,Servicios,Menor,1,01/09/2016,"Ferronol, Servicio Integral de Precisión, S.L.",16760.21,01/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1922.csv
05/2016,"Coordinación Aula Itinerante Memoria Histórica y Democrática. 3ª factura. \nContacto con Ayuntamientos de la provincia con servicios en Materia Histórica (concretando en los municipios de Arcos de la Frontera, Cádiz, Jerez de la Frontera y Tarifa) y también con asociaciones memorialísticas. Contacto con los IES de esas localidades. Búsqueda de lugares para la exposición y planificación de la misma.",Diputación de Cádiz,Diputación Provincial de Cádiz,4355.76,SERVICIO,CONTRATOS MENORES,1,01/09/2016,Santiago Moreno Tello,4355.76,01/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1883.csv
18/16,Ponente II Encuentro Sierra,Diputación de Cádiz,Servicio de Participación Ciudadana,250.00,Menores,Menores,1,05/09/2016,CRAC,250.00,05/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/918.csv
Factura nº  Emit-401,Servicio Médico en Fase Final programa Natación Estival.,Diputación de Cádiz,Diputación de Cádiz,640.00,Servicio,Contrato menor,3,06/09/2016,SEMESUR S.A.U.,640.00,06/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1874.csv
SUMIN/00050/2016,Material farmacológico,Diputación de Cádiz,Diputación Provincial,1692.82,Suministro,Menor,1,09/09/2016,Indivior EULTD,1692.82,09/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1912.csv
16CAG00193,"Taller Chandamama de Educación para el Desarrollo de Centros de Ludotecas, realizado en el Municipio de Algodonales.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contrato menor,1,09/09/2016,SMART IB impulso empresarial,600.00,09/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1972.csv
16CAG00179,"Taller Chandamama de Educación para el Desarrollo de centros de Ludotecas, realizado en el Municipio de El Gastor.",Diputación de Cádiz,diputación Provincial de Cádiz,600.00,Servicio,Contratos menores,1,09/09/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,09/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1809.csv
4,"Colaboración y proyección del documental ""Las Víctimas Sin Llanto""",Diputación de Cádiz,Diputación Provincial de Cádiz,1000.00,SERVICIO,CONTRATOS MENORES,1,12/09/2016,Sara Gallardo López,1000.00,12/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1885.csv
OBRAS/00049/2016,Instalac.compl.nueva Oficina Serv.Prov.Recaudac. y Gest.Tributaria,Diputación de Cádiz,Diputación Provincial,21942.81,Obras,Menor,3,12/09/2016,"Alvac, S.A.",21942.81,12/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1917.csv
SUMIN/00051/2016,Un taladro percutor y una sierra de calar,Diputación de Cádiz,Diputación Provincial,247.93,Suministro,Menor,3,13/09/2016,"Ferretería Xerez, S.L.",82.00,13/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1914.csv
2016016562599,Fotocopias,Diputación de Cádiz,Diputación Provincial de Cádiz,45.45,Suministro,Contratos menores,1,14/09/2016,"Sistemas de Oficinas Cádiz, S.L.",45.45,14/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1880.csv
SERVI/00041/2016,Limpieza Centros y Serv. Prov. Drogodependencias,Diputación de Cádiz,Diputación Provincial,3749.74,Servicios,Menor,1,18/09/2016,"Limpiezas El Sol, S.L.",3749.74,18/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1925.csv
SERVI/00040/2016,Limpieza R.M. El Pto. Sta. Mª,Diputación de Cádiz,Diputación Provincial,13457.96,Servicios,Menor,1,18/09/2016,OHL Servicios-Ingesan,13457.96,18/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1924.csv
SERVI/00039/2016,Limpieza R.M. Cádiz,Diputación de Cádiz,Diputación Provincial,17820.79,Servicios,Menor,1,18/09/2016,"Limpiasol, S.A.",17820.79,18/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1923.csv
SUMIN/00052/2016,2 Ud. Amplificador portatil tipo guía turistico,Diputación de Cádiz,Diputación Provincial,165.29,Suministro,Menor,3,21/09/2016,"Vistalegre, S.L.",160.00,21/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1915.csv
SUMIN/00036/2016,Arrendamiento con mantenimiento (Renting) sin opción de compra de tres vehículos para el Parque Móvil por una duración de 7 meses incluyendo mantenimiento mecánico y póliza de seguro.,Diputación de Cádiz,Diputación Provincial,15750.00,Suministro,Menor,8,21/09/2016,"Autos Iglesias, S.L.",15750.00,21/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1910.csv
SERVI/00045/2016,Limpieza en los Vestuarios de Peones Camineros,Diputación de Cádiz,Diputación Provincial,1888.88,Servicios,Menor,1,21/09/2016,"Limpiezas El Sol, S.L.",1888.88,21/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1929.csv
SERVI/00042/2016,Limpieza Centros del CEAG,Diputación de Cádiz,Diputación Provincial,1112.00,Servicios,Menor,1,21/09/2016,OHL Servicios-Ingesan,1112.00,21/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1926.csv
SERVI/00046/2016,Limpieza en la Fundación Provincial de Cultura,Diputación de Cádiz,Diputación Provincial,5102.68,Servicios,Menor,1,21/09/2016,OHL Servicios-Ingesan,5102.68,21/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1930.csv
SERVI/00044/2016,Limpieza Parque Móvil y Brigada de Mantenimiento,Diputación de Cádiz,Diputación Provincial,1373.77,Servicios,Menor,1,21/09/2016,OHL Servicios-Ingesan,1373.77,21/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1928.csv
SERVI/00043/2016,Limpieza Oficinas exteriores del SAM,Diputación de Cádiz,Diputación Provincial,6395.14,Servicios,Menor,1,21/09/2016,OHL Servicios-Ingesan,6395.14,21/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1927.csv
SUMIN/00054/2016,Invernadero tipo tunel,Diputación de Cádiz,Diputación Provincial,1343.47,Suministro,Menor,3,21/09/2016,"IMA, S.L.",1343.47,21/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1916.csv
OBRAS/00053/2016,Modificación de las oficinas del seprona y otras dependencias (Equipo roca y Usecia),Diputación de Cádiz,Diputación Provincial,9827.27,Obras,Menor,3,23/09/2016,"Inur, S.L.",9500.00,23/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1919.csv
SERVI/000249/2016,Limpieza El Castillejo,Diputación de Cádiz,Diputación Provincial,580.18,Servicios,Menor,1,23/09/2016,"Ferronol, Servicio Integral de Precisión, S.L.",580.18,23/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1933.csv
SERVI/00048/2016,Limpieza Campo del Sur nº 28,Diputación de Cádiz,Diputación Provincial,1354.40,Servicios,Menor,1,23/09/2016,"Ferronol, Servicio Integral de Precisión, S.L.",1354.40,23/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1932.csv
SERVI/00047/2016,Limpieza Campo del Sur nº 26,Diputación de Cádiz,Diputación Provincial,934.91,Servicios,Menor,1,23/09/2016,"Ferronol, Facility Service, S.L.",934.91,23/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1931.csv
6,Locución Video del Servicio de Participación Ciudadana.,Diputación de Cádiz,Diputación Provincial de Cádiz,212.05,Servicio,Contrato menor,1,23/09/2016,Alvaro Sanchez Tello,212.05,23/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1950.csv
OBRAS/00054/2016,Trabajos de adecentamiento en fachadas del SAM de Olvera,Diputación de Cádiz,Diputación Provincial,3834.82,Obras,Menor,3,26/09/2016,"Servigades, S.C.A.",3834.72,26/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1920.csv
2016-1134,Credenciales y Carteles II Encuentro Comarcal del Campo de Gibraltar.,Diputación de Cádiz,Diputación Provincial de Cádiz,470.16,Servicio,Contrato menor,1,28/09/2016,Copisteria San Rafael,479.16,28/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1954.csv
35/16,Ponencia II Encuentro Comarcal del Campo de Gibraltar.,Diputación de Cádiz,Diputación Provincial de Cádiz,250.00,Servicio,Contrato menor,1,30/09/2016,Crac,250.00,30/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1955.csv
A-21,Desayuno II Encuentro Comarcal del Campo de Gibraltar.,Diputación de Cádiz,Diputación Provincial de Cádiz,500.00,Servicio,Contrato menor,1,30/09/2016,Joaquin Becerra,500.00,30/09/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1946.csv
2-2016,Localización de Consejos de Guerra en Archivo del Tribunal Militar Territorial Segundo.,Diputación de Cádiz,Diputación Provincial de Cádiz,9000.00,Servicio,Contrato menor,1,01/10/2016,Fernando Romero Romero,9000.00,01/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1938.csv
06/2016,"Coordinación Aula itinerante de Memoria Histórica y Democrática. 4ª factura.\nOrganización y coordinación en los municipios donde se va a realizar el Aula: Cádiz, Puerto Real, Arcos de la Frontera, Barbate, Tarifa y Jimena de la Frontera, que incluye la exposición del Aula, conferencias y proyección de documentales y otras actividades.",Diputación de Cádiz,Diputación Provincial de Cádiz,4357.76,SERVICIO,CONTRATOS MENORES,1,03/10/2016,Santiago Moreno Tello,4357.76,03/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1882.csv
16CAG00219,"Taller Chandamama de Educación para el Desarrollo de Centros de Ludotecas, realizado en el Municipio de Zahara de la Sierra.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contrato menor,1,03/10/2016,SMART IB impulso empresarial,600.00,03/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1974.csv
1/2016,Ponencia II Encuentro Comarcal del Campo de Gibraltar,Diputación de Cádiz,Diputación provincial de Cádiz,250.00,Servicio,Contrato menor,1,04/10/2016,Maria Esquivel,250.00,04/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1956.csv
16CAG00222,"Taller Chandamama de Educación para el Desarrollo de Centros de Ludotecas, realizado en el Municipio de Ubrique.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contrato menor,1,06/10/2016,SMART IB impulso empresarial,600.00,06/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1971.csv
51/2016,Promoción Turística de Bornos.,Diputación de Cádiz,Diputación Provincial de Cádiz,302.50,Servicio,Contrato menor,1,11/10/2016,Pelayo Producciones S.L.,302.50,11/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1968.csv
50/2016,"Documental "" Sucedió en Grazalema "".",Diputación de Cádiz,Diputación Provincial de Cádiz,650.00,Servicio,Contrato menor,1,11/10/2016,Pelayo Producciones S.L.,650.00,11/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1966.csv
305,Traslado Asistentes II Encuentro Comarcal del Campo de Gibraltar.,Diputación de Cádiz,Diputación Provincial de Cádiz,610.00,Servicio,Contrato menor,1,19/10/2016,Horizonte Sur,610.00,19/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1953.csv
OBRAS/00050/2016,Transformación Pabellón Oficial en Vestuario del Cuarte,Diputación de Cádiz,Diputación Provincial,12059.51,Obras,Menor,3,21/10/2016,"Gestión Inmobiliaria La Janda, S.L.",11034.45,21/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1918.csv
"¿2016/194",Impresión enara/display del Servicio de Memoria Histórica y Democrática,Diputación de Cádiz,Diputación Provincial de Cádiz,169.40,SUMINISTRO,CONTRATOS MENORES,1,24/10/2016,"Copistería San Rafael, S.L.",169.40,24/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1962.csv
40636,Jurado III Concurso de Buenas Prácticas.,Diputación de Cádiz,Diputación Provincial de Cádiz,180.00,Servicio,Contrato menor,1,26/10/2016,Bar Terraza,180.00,26/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1951.csv
61422187194,Digitalización de Fondos Documentales del Archivo General de la Diputación de Cádiz.,Diputación de Cádiz,Diputación Provincial de Cádiz,9298.00,Servicio,Contrato menor,1,27/10/2016,Vinfra,9288.00,27/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1937.csv
56/2016,Promoción Turística de Torre Alhaquime y Grazalema.,Diputación de Cádiz,Diputación Provincial de Cádiz,895.40,Servicio,Contrato menor,1,28/10/2016,Pelayo Producciones,895.40,28/10/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1969.csv
213/16,"Adquisición de 65 ejemplares del libro ""Las Emociones de la Memoria""",Diputación de Cádiz,Diputación Provincial de Cádiz,399.52,SUMINISTRO,CONTRATOS MENORES,1,07/11/2016,Eduardo Albadalejo Manzanares,399.52,07/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1963.csv
Emit-16,Plataforma CL@VE,Diputación de Cádiz,Diputación Provincial de Cádiz,8470.00,Servicio,Contrato menor,1,08/11/2016,Epicsa,8470.00,08/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1934.csv
2016018380571,Premios III Concurso Buenas Prácticas.,Diputación de Cádiz,Diputación Provincial de Cádiz,4400.00,Suminstro,Contrato menor,1,11/11/2016,El Corte Ingles,4400.00,11/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1952.csv
CD075501,"Adquisición 200 copias en DVD del documental ""Sucedió en Grazalema""",Diputación de Cádiz,Diputación,450.12,SUMINISTRO,CONTRATO MENOR,1,15/11/2016,"NATURAL PIXEL, S.L.",450.12,15/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1961.csv
2016/1388,Carteleria II Encuentro Comarcal de la Bahia.,Diputación de Cádiz,Diputación Provincial de Cádiz,91.96,Suministro,Contrato menor,1,16/11/2016,Copisteria San Rafael,91.96,16/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1944.csv
2016/1372,Carpetas A-3 color,Diputación de Cádiz,Diputación Provincial de Cádiz,145.20,Suministro,Contrato menor,1,16/11/2016,Copisteria San Rafael,145.20,16/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1943.csv
14,Desayuno II Encuentro Comarcal de la Bahia.,Diputación de Cádiz,Diputación Provincial de Cádiz,400.00,Servicio,Contrato menor,1,17/11/2016,Aurora Modesta Sanchez,400.00,17/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1959.csv
10/2016,Ponencia II Encuentro Comarcal de la Bahia.,Diputación de Cádiz,Diputación Provincial de Cádiz,250.00,Servicio,Contrato menor,1,17/11/2016,Paula Garvin,250.00,17/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1958.csv
486,Ponencia II Encuentro Comarcal de la Bahia.,Diputación de Cádiz,Diputación Provincial de Cádiz,200.00,Servicio,Contrato menor,1,17/11/2016,Agesal,200.00,17/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1941.csv
2,Ponencia II Encuentro Comarcal de la Bahia.,Diputación de Cádiz,Diputación Provincial de Cádiz,250.00,Servicio,Contrato menor,1,18/11/2016,Permiso Vamos a Improvisar,250.00,18/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1957.csv
36472,Impresión de volatinas para difusión del Aula Itinerante de Memoria Histórica y Democrática por distintos municipios de la provincia,Diputación de Cádiz,Diputación Provincial de Cádiz,284.35,Suministro,Contrato menor,1,18/11/2016,"IMPRENTA JIMÉNEZ MENA, S.L.",284.35,18/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1960.csv
3-2016,Localización de Consejos de Guerra en Archivo Tribunal Militar Territorial Segundo.,Diputación de Cádiz,Diputación Provincial de Cádiz,9000.00,Servicio,Contrato menor,1,19/11/2016,Fernando Romero Romero,9000.00,19/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1939.csv
1/2016,"Adquisición 100 ejemplares de la nueva edición del libro ""Trigo Tronzado""",Diputación de Cádiz,Diputación Provincial de Cádiz,1000.00,SUMINISTRO,CONTRATOS MENORES,1,23/11/2016,Ateneo Republicano y Memoralista de la Isla,1000.00,23/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1965.csv
LHF16029,"Diseño I Edición "" La Voz y la Palabra"" Conferencias impartidas en Diputación sobre Derechos Humanos e Inmigración.",Diputación de Cádiz,Diputación Provincial de Cádiz,1300.00,Servicio,Contrato menor,1,24/11/2016,Asociación Bioartesanal La Huerta-Glifos,1300.00,24/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1977.csv
1001,Diseño Plotter Clausura III Concurso de Buenas Prácticas.,Diputación de Cádiz,Diputación Provincial de Cádiz,605.00,Servicio,Contrato menor,1,25/11/2016,Jaleo creativo,605.00,25/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1949.csv
3,Organización acto de entrega premio III Concurso de Buenas Prácticas.,Diputación de Cádiz,Diputación provincial de Cádiz,500.00,Servicio,Contrato menor,1,30/11/2016,Permiso vamos a improvisar,500.00,30/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1942.csv
C2016-00388,Traslado Premiados III Concurso de Buenas Prácticas.,Diputación de Cádiz,Diputación Provincial de Cádiz,990.00,Servicio,Contrato menor,1,30/11/2016,Ultramar Express,990.00,30/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1948.csv
C2016/00387,Transporte Asistentes II Encuentro Comarcal de la Bahia.,Diputación de Cádiz,Diputación Provincial de Cádiz,830.05,Servicio,Contrato menor,1,30/11/2016,Ultramar Express,830.05,30/11/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1947.csv
11411,Altas y Transferencias Dominios,Diputación de Cádiz,Diputación Provincial de Cádiz,609.84,Servicio,Contrato menor,1,01/12/2016,CENTRORED,609.84,01/12/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1936.csv
01122016/01,"Actividad de Consumo ""Los Jóvenes ante el Consumo Energético""",Diputación de Cádiz,Diputación Provincial de Cádiz,3000.00,Servicio,Contratos menores,1,01/12/2016,Asociación de Consumidores y Usuarios en Acción de Cádiz FACUA,3000.00,01/12/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1990.csv
2016019479428,Talleres Participaacción II parte.,Diputación de Cádiz,Diputación Provincial de Cádiz,1728.00,Servicio,Contrato menor,1,14/12/2016,Carriles,1728.00,14/12/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1945.csv
02/2016,"Realización de informes de situación, evaluación de intervención arqueológica y sondeos en fosas comunes de la Guerra Civil en los municipios de Castellar de la Frontera, Rota, Setenil de las Bodegas, Jimena de la Frontera, San Roque, Los Barrios, Arcos de la Frontera y Grazalema-Benamahoma",Diputación de Cádiz,Diputación Provincial de Cádiz,5000.00,SERVICIO,CONTRATOS MENORES,1,15/12/2016,Jesús Román Román,4932.92,15/12/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1964.csv
221,Material Telefonía,Diputación de Cádiz,Diputación Provincial de Cádiz,149.98,suministro,contrato menor,1,19/12/2016,Cobelectric S.L.,149.98,19/12/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/2101.csv
25112016,"Actividad de Consumo ""La Cesta de la Compra""",Diputación de Cádiz,Diputación Provincial de Cádiz,3000.00,Servicio,Contratos menores,1,19/12/2016,"Federación Provincial de Consumidores y Amas de Casa ""Gadir Al-Andalus""",3000.00,19/12/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1989.csv
3/2016,"Actividad de Consumo ""Campaña de Navidad""",Diputación de Cádiz,Diputación Provincial de Cádiz,1500.00,Servicio,Contratos menores,1,23/12/2016,Consumidores Europeos en Acción CEAc,1500.00,23/12/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1988.csv
1/2016,"Actividad de Consumo ""Campaña Informativa de los Punto de Información al Consumidor""",Diputación de Cádiz,Diputación Provincial de Cádiz,3000.00,Servicio,Contratos menores,1,28/12/2016,Unión de Consumidores de Cádiz UCE,3000.00,28/12/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1991.csv
571/D7,"Suministro de botellines de agua para participantes IV Convivencia de Escuelas de Atletismo, Programa Sedentarismo Infantil",Diputación de Cádiz,DIPUTACIÓN DE CÁDIZ,200.00,Suministro,Contrato Menor,1,09/01/2017,"Distribución y Logística Hermanos Sánchez, S.L.",199.71,09/01/2017,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/2106.csv
208,Dominios,Diputación de Cádiz,Diputación Provincial de Cádiz,3601.71,Servicio,Contrato menor,1,17/01/2017,Centro Ciber de Servicio de T.I.  S.L.,3601.71,17/01/2017,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/2102.csv
002,"Edición de DVD de la campaña ""Yo soy de Cádiz""",Diputación de Cádiz,Diputación de Cádiz,1996.50,Servicio,Contrato menor,1,06/02/2017,Cocatoo Benjamín Garrido Ramos,1996.50,06/02/2017,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/2104.csv
2017/113,Alquiler material audivisual,Diputación de Cádiz,Diputación Provincial de Cádiz,947.43,servicio,contrato menor,1,22/03/2017,Sonido 5 Audivisuales,947.43,22/03/2017,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/2105.csv
